Rk,Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
26,80,26,08/12/2021,WAS,@,DET,"W, 119-116 (OT)",,20:42,4,9,0.444,2,4,0.5,2,5,0.4,0.556,0,0,,1,5,6,0,0,1,1,3,10,6,14
27,81,27,11/12/2021,WAS,,UTA,"L, 98-123",*,22:45,2,6,0.333,0,2,0,2,4,0.5,0.333,0,0,,1,5,6,1,0,2,0,1,4,4.5,-11
28,82,28,13/12/2021,WAS,@,DEN,"L, 107-113",*,16:35,2,7,0.286,0,4,0,2,3,0.667,0.286,0,0,,0,3,3,1,3,1,2,2,4,2.4,-28
29,83,29,15/12/2021,WAS,@,SAC,"L, 105-119",,22:29,5,10,0.5,2,4,0.5,3,6,0.5,0.6,3,3,1,1,4,5,1,1,0,1,3,15,11.4,-9
30,84,30,16/12/2021,WAS,@,PHO,"L, 98-118",,26:20:00,5,6,0.833,1,2,0.5,4,4,1,0.917,3,3,1,0,4,4,4,2,0,3,0,14,14.8,7
31,85,31,18/12/2021,WAS,@,UTA,"W, 109-103",,30:22:00,4,5,0.8,2,2,1,2,3,0.667,1,1,2,0.5,0,7,7,2,2,1,2,4,11,11.3,23
32,86,32,23/12/2021,WAS,@,NYK,"W, 124-117",,28:47:00,5,8,0.625,1,4,0.25,4,4,1,0.688,3,4,0.75,0,5,5,2,0,3,2,4,14,11.4,-1
33,87,33,26/12/2021,WAS,,PHI,"L, 96-117",,29:11:00,4,10,0.4,1,4,0.25,3,6,0.5,0.45,0,2,0,2,7,9,4,2,0,1,2,9,9.3,-2
34,88,34,28/12/2021,WAS,@,MIA,"L, 112-119",*,31:13:00,2,4,0.5,2,3,0.667,0,1,0,0.75,1,2,0.5,0,5,5,3,1,2,4,2,7,5.8,-7
35,89,35,30/12/2021,WAS,,CLE,"W, 110-93",,24:10:00,5,12,0.417,1,5,0.2,4,7,0.571,0.458,2,2,1,1,5,6,1,0,0,1,3,13,7.3,8
36,90,36,01/01/2022,WAS,,CHI,"L, 119-120",,34:03:00,4,9,0.444,0,4,0,4,5,0.8,0.444,2,2,1,0,6,6,1,1,0,0,6,10,6.4,1
37,91,37,03/01/2022,WAS,,CHO,"W, 124-121",*,39:35:00,1,7,0.143,1,3,0.333,0,4,0,0.214,4,4,1,0,4,4,8,4,0,3,3,7,9.1,1
38,92,38,05/01/2022,WAS,,HOU,"L, 111-114",*,33:12:00,2,12,0.167,1,7,0.143,1,5,0.2,0.208,3,4,0.75,2,6,8,1,0,0,1,2,8,2.1,-11
39,93,39,07/01/2022,WAS,@,CHI,"L, 122-130",,19:02,3,7,0.429,1,4,0.25,2,3,0.667,0.5,1,1,1,0,1,1,1,1,0,2,3,8,3.1,-7
40,94,40,09/01/2022,WAS,@,ORL,"W, 102-100",,12:01,1,3,0.333,0,0,,1,3,0.333,0.333,0,0,,0,3,3,0,0,1,0,2,2,1.1,-16
41,95,41,11/01/2022,WAS,,OKC,"W, 122-118",,18:09,3,4,0.75,1,2,0.5,2,2,1,0.875,0,0,,0,2,2,0,1,0,1,2,7,5.2,-2
42,96,42,12/01/2022,WAS,,ORL,"W, 112-106",,18:44,2,4,0.5,0,1,0,2,3,0.667,0.5,1,1,1,0,2,2,5,2,0,1,1,5,7.7,4
43,97,43,15/01/2022,WAS,,POR,"L, 110-115",,19:48,2,6,0.333,1,4,0.25,1,2,0.5,0.417,1,2,0.5,0,4,4,0,1,0,1,1,6,3,1
44,98,44,17/01/2022,WAS,,PHI,"W, 117-98",,2:44,1,1,1,0,0,,1,1,1,1,0,0,,0,0,0,0,1,0,0,0,2,2.7,-2
45,99,45,19/01/2022,WAS,,BRK,"L, 118-119",,22:53,4,7,0.571,2,3,0.667,2,4,0.5,0.714,3,3,1,2,3,5,3,1,1,0,3,13,14.6,3
46,100,46,21/01/2022,WAS,,TOR,"L, 105-109",*,31:15:00,4,8,0.5,1,5,0.2,3,3,1,0.563,0,0,,1,4,5,6,0,0,2,2,9,8.3,1
47,101,47,23/01/2022,WAS,,BOS,"L, 87-116",,26:53:00,6,9,0.667,1,2,0.5,5,7,0.714,0.722,0,0,,1,6,7,1,0,0,0,4,13,10.7,-13
48,102,48,25/01/2022,WAS,,LAC,"L, 115-116",,21:27,4,8,0.5,1,2,0.5,3,6,0.5,0.563,2,3,0.667,0,3,3,2,0,0,1,2,11,7.1,-4
49,103,49,29/01/2022,WAS,@,MEM,"L, 95-115",,26:07:00,3,8,0.375,1,2,0.5,2,6,0.333,0.438,0,0,,1,5,6,1,0,0,0,2,7,4.7,-7
50,104,50,01/02/2022,WAS,@,MIL,"L, 98-112",,21:50,2,4,0.5,1,2,0.5,1,2,0.5,0.625,1,1,1,0,6,6,1,0,0,2,3,6,3.3,14
51,105,51,02/02/2022,WAS,@,PHI,"W, 106-103",,25:52:00,3,8,0.375,0,4,0,3,4,0.75,0.375,2,2,1,0,9,9,0,0,0,0,0,8,6.3,8
52,106,52,05/02/2022,WAS,,PHO,"L, 80-95",,21:07,3,6,0.5,0,1,0,3,5,0.6,0.5,0,0,,0,5,5,2,1,0,0,4,6,5.3,2
53,107,53,07/02/2022,WAS,,MIA,"L, 100-121",,25:17:00,1,2,0.5,1,2,0.5,0,0,,0.75,2,2,1,0,6,6,4,2,0,2,3,5,7.4,1
54,108,54,10/02/2022,WAS,,BRK,"W, 113-112",,31:36:00,5,11,0.455,2,6,0.333,3,5,0.6,0.545,1,1,1,0,4,4,1,1,1,0,4,13,9.3,-5
55,109,55,12/02/2022,WAS,,SAC,"L, 110-123",,28:19:00,3,9,0.333,1,5,0.2,2,4,0.5,0.389,3,4,0.75,0,3,3,2,1,1,0,3,10,7.3,-14
56,110,56,14/02/2022,WAS,,DET,"W, 103-94",,30:43:00,4,9,0.444,1,3,0.333,3,6,0.5,0.5,3,4,0.75,2,13,15,3,1,0,2,1,12,12.9,13
57,111,57,16/02/2022,WAS,@,IND,"L, 108-113",,31:46:00,5,11,0.455,2,5,0.4,3,6,0.5,0.545,2,2,1,1,6,7,2,0,1,1,3,14,10.7,4
58,112,58,17/02/2022,WAS,@,BRK,"W, 117-103",,30:50:00,4,10,0.4,1,3,0.333,3,7,0.429,0.45,4,4,1,0,8,8,2,2,1,0,3,13,12.9,7
59,113,59,25/02/2022,WAS,,SAS,"L, 153-157 (2OT)",,37:03:00,6,10,0.6,2,3,0.667,4,7,0.571,0.7,0,0,,1,8,9,1,2,1,3,3,14,11.7,-7
60,114,60,26/02/2022,WAS,@,CLE,"L, 86-92",,23:18,0,4,0,0,2,0,0,2,0,0,0,0,,0,5,5,2,1,0,3,4,0,-3.5,5
61,115,61,01/03/2022,WAS,,DET,"W, 116-113",,9:15,0,2,0,0,1,0,0,1,0,0,2,2,1,1,3,4,2,1,0,1,1,2,3.2,6
62,116,62,04/03/2022,WAS,,ATL,"L, 114-117",,22:29,3,4,0.75,3,4,0.75,0,0,,1.125,0,0,,0,3,3,3,0,1,2,1,9,8.7,0
63,117,63,06/03/2022,WAS,,IND,"W, 133-123",,30:42:00,3,8,0.375,0,3,0,3,5,0.6,0.375,4,4,1,2,5,7,3,0,0,1,2,10,8.8,8
64,118,64,09/03/2022,WAS,@,LAC,"L, 109-115",,19:23,0,5,0,0,1,0,0,4,0,0,0,0,,0,5,5,0,0,1,1,1,0,-2.7,-7
65,119,65,11/03/2022,WAS,@,LAL,"L, 109-122",,10:44,0,2,0,0,1,0,0,1,0,0,0,2,0,0,4,4,2,0,0,1,2,0,-1.4,3
66,120,66,12/03/2022,WAS,@,POR,"L, 118-127",,13:35,0,3,0,0,0,,0,3,0,0,0,0,,0,1,1,1,1,0,0,1,0,-0.5,-8
67,121,67,14/03/2022,WAS,@,GSW,"L, 112-126",,28:41:00,4,8,0.5,2,4,0.5,2,4,0.5,0.625,3,5,0.6,0,2,2,4,1,0,0,3,13,11.4,-13
68,122,68,16/03/2022,WAS,,DEN,"L, 109-127",,28:10:00,7,10,0.7,0,1,0,7,9,0.778,0.7,5,6,0.833,1,6,7,3,0,0,0,2,19,18.2,-14
69,123,69,18/03/2022,WAS,@,NYK,"L, 97-100",,24:37:00,1,5,0.2,0,2,0,1,3,0.333,0.2,2,4,0.5,0,4,4,0,0,0,1,3,4,-0.9,-5
70,124,70,19/03/2022,WAS,,LAL,"W, 127-119",,31:43:00,4,14,0.286,3,8,0.375,1,6,0.167,0.393,6,6,1,1,3,4,4,1,0,0,2,17,13.4,10
71,125,71,21/03/2022,WAS,@,HOU,"L, 97-115",,24:24:00,2,8,0.25,0,3,0,2,5,0.4,0.25,3,4,0.75,0,9,9,4,2,1,0,1,7,9.6,-7
72,126,72,24/03/2022,WAS,@,MIL,"L, 102-114",,31:37:00,5,13,0.385,2,7,0.286,3,6,0.5,0.462,0,0,,1,3,4,2,0,0,1,2,12,6.1,-8
73,127,73,25/03/2022,WAS,@,DET,"W, 100-97",,31:49:00,7,16,0.438,3,7,0.429,4,9,0.444,0.531,4,4,1,0,10,10,4,0,1,4,1,21,14.7,5
74,128,74,27/03/2022,WAS,,GSW,"W, 123-115",,28:10:00,5,9,0.556,3,4,0.75,2,5,0.4,0.722,1,2,0.5,1,6,7,4,1,0,2,4,14,12,0
75,129,75,29/03/2022,WAS,,CHI,"L, 94-107",,28:39:00,6,10,0.6,2,5,0.4,4,5,0.8,0.7,0,0,,1,7,8,3,1,1,2,3,14,12.8,-11
76,130,76,30/03/2022,WAS,,ORL,"W, 127-110",,25:58:00,3,10,0.3,1,6,0.167,2,4,0.5,0.35,1,2,0.5,1,7,8,5,0,1,2,4,8,5.2,5
77,131,77,01/04/2022,WAS,,DAL,"W, 135-103",,25:56:00,5,10,0.5,3,5,0.6,2,5,0.4,0.65,1,1,1,0,4,4,3,0,0,2,1,14,9.9,5
78,132,78,03/04/2022,WAS,@,BOS,"L, 102-144",,22:48,4,7,0.571,2,3,0.667,2,4,0.5,0.714,0,0,,0,1,1,3,0,1,2,3,10,6.6,-32
79,133,79,05/04/2022,WAS,@,MIN,"W, 132-114",,35:39:00,7,15,0.467,2,7,0.286,5,8,0.625,0.533,1,3,0.333,1,7,8,5,1,2,3,4,17,12.6,16
80,134,80,06/04/2022,WAS,@,ATL,"L, 103-118",,33:32:00,4,11,0.364,1,7,0.143,3,4,0.75,0.409,0,0,,2,5,7,6,0,0,2,4,9,6.4,-16
81,135,81,08/04/2022,WAS,,NYK,"L, 92-114",*,25:48:00,5,11,0.455,1,4,0.25,4,7,0.571,0.5,0,0,,1,3,4,3,1,0,4,2,11,5.2,-20
82,136,82,10/04/2022,WAS,@,CHO,"L, 108-124",*,31:08:00,5,12,0.417,1,5,0.2,4,7,0.571,0.458,1,1,1,1,4,5,4,1,0,1,2,12,9.5,-11
,,,,,,,35-47,8,1987,250,579,0.432,82,259,0.317,168,320,0.525,0.503,103,136,0.757,52,373,425,167,59,44,87,190,685,6.8,-65
