Rk,Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
11,370,11,12/11/2025,POR,@,NOP,"W, 125-117",*,34:56:00,12,18,0.667,4,8,0.5,8,10,0.8,0.778,4,5,0.8,0,1,1,2,1,0,0,5,32,24.5,16
12,371,12,14/11/2025,POR,@,HOU,"L, 116-140",*,30:18:00,7,15,0.467,2,5,0.4,5,10,0.5,0.533,6,7,0.857,2,8,10,4,0,0,7,4,22,11.9,-14
13,372,13,16/11/2025,POR,@,DAL,"L, 133-138 (OT)",*,39:07:00,10,20,0.5,2,7,0.286,8,13,0.615,0.55,7,7,1,2,4,6,7,0,2,4,6,29,21.5,-11
14,373,14,18/11/2025,POR,,PHO,"L, 110-127",*,29:11:00,7,17,0.412,2,6,0.333,5,11,0.455,0.471,3,4,0.75,1,4,5,5,0,0,1,2,19,13.1,-23
15,374,15,19/11/2025,POR,,CHI,"L, 121-122",*,37:30:00,11,22,0.5,3,7,0.429,8,15,0.533,0.568,7,12,0.583,1,10,11,11,2,1,3,2,32,29.3,6
16,375,16,21/11/2025,POR,@,GSW,"W, 127-123",*,39:31:00,6,14,0.429,2,7,0.286,4,7,0.571,0.5,12,13,0.923,2,4,6,13,0,0,6,1,26,23.5,2
17,376,17,23/11/2025,POR,@,OKC,"L, 95-122",*,23:46,4,16,0.25,1,8,0.125,3,8,0.375,0.281,2,3,0.667,1,4,5,1,1,0,2,2,11,1.8,-4
18,377,18,24/11/2025,POR,@,MIL,"W, 115-103",*,31:23:00,6,13,0.462,5,7,0.714,1,6,0.167,0.654,5,8,0.625,0,4,4,5,0,1,4,3,22,14.3,-1
19,378,19,26/11/2025,POR,,SAS,"L, 102-115",*,39:42:00,12,19,0.632,5,8,0.625,7,11,0.636,0.763,8,14,0.571,2,4,6,8,0,1,6,4,37,27.4,-7
20,379,20,30/11/2025,POR,,OKC,"L, 115-123",*,37:11:00,6,14,0.429,0,4,0,6,10,0.6,0.429,19,23,0.826,3,16,19,10,1,0,1,1,31,35.5,4
21,380,21,02/12/2025,POR,@,TOR,"L, 118-121",*,37:21:00,6,15,0.4,3,7,0.429,3,8,0.375,0.5,10,15,0.667,0,8,8,14,0,0,4,2,25,22.3,11
22,381,22,03/12/2025,POR,@,CLE,"W, 122-110",*,35:55:00,5,10,0.5,1,5,0.2,4,5,0.8,0.55,16,17,0.941,0,8,8,7,1,0,4,4,27,24.3,12
23,382,23,05/12/2025,POR,@,DET,"L, 116-122",*,38:21:00,9,16,0.563,3,7,0.429,6,9,0.667,0.656,14,15,0.933,2,7,9,7,1,0,4,4,35,30.8,4
24,383,24,07/12/2025,POR,@,MEM,"L, 96-119",*,30:43:00,7,14,0.5,2,4,0.5,5,10,0.5,0.571,1,3,0.333,1,6,7,7,3,1,5,5,17,13.3,-17
25,384,25,11/12/2025,POR,@,NOP,"L, 120-143",*,31:57:00,5,15,0.333,1,5,0.2,4,10,0.4,0.367,5,7,0.714,0,6,6,6,1,2,2,1,16,12.7,-12
26,385,26,14/12/2025,POR,,GSW,"W, 136-131",*,32:32:00,6,16,0.375,2,4,0.5,4,12,0.333,0.438,12,13,0.923,0,7,7,8,1,0,4,2,26,20.7,-3
27,386,27,18/12/2025,POR,,SAC,"W, 134-133 (OT)",*,42:13:00,12,19,0.632,1,5,0.2,11,14,0.786,0.658,10,12,0.833,1,4,5,5,1,0,5,2,35,26.3,4
28,387,28,20/12/2025,POR,@,SAC,"W, 98-93",*,40:10:00,6,18,0.333,3,9,0.333,3,9,0.333,0.417,9,10,0.9,0,7,7,11,1,0,5,5,24,17.2,16
29,388,29,22/12/2025,POR,,DET,"L, 102-110",*,38:55:00,4,12,0.333,1,4,0.25,3,8,0.375,0.375,9,15,0.6,0,8,8,9,0,1,3,1,18,14.8,-7
30,389,30,23/12/2025,POR,,ORL,"L, 106-110",*,36:32:00,10,25,0.4,2,6,0.333,8,19,0.421,0.44,3,4,0.75,0,6,6,8,2,0,4,3,25,15.3,-4
31,390,31,26/12/2025,POR,,LAC,"L, 103-119",*,39:19:00,10,18,0.556,2,7,0.286,8,11,0.727,0.611,7,8,0.875,1,8,9,9,0,1,7,3,29,21.9,-22
32,391,32,28/12/2025,POR,,BOS,"W, 114-108",*,38:44:00,8,16,0.5,3,10,0.3,5,6,0.833,0.594,5,10,0.5,1,6,7,10,2,1,5,1,24,20.8,8
33,392,33,29/12/2025,POR,,DAL,"W, 125-122",*,39:00:00,9,18,0.5,1,6,0.167,8,12,0.667,0.528,8,12,0.667,0,9,9,11,2,0,6,4,27,21.2,5
34,393,34,31/12/2025,POR,@,OKC,"L, 95-124",*,31:56:00,5,14,0.357,1,4,0.25,4,10,0.4,0.393,6,7,0.857,0,7,7,7,2,1,7,1,17,11.1,-22
35,394,35,02/01/2026,POR,@,NOP,"W, 122-109",*,38:24:00,10,19,0.526,3,5,0.6,7,14,0.5,0.605,11,14,0.786,3,4,7,11,1,1,2,4,34,32.6,14
36,395,36,03/01/2026,POR,@,SAS,"W, 115-110",*,38:50:00,9,22,0.409,3,6,0.5,6,16,0.375,0.477,8,11,0.727,3,7,10,10,0,1,2,2,29,25.1,10
37,396,37,05/01/2026,POR,,UTA,"W, 137-117",*,28:46:00,10,19,0.526,4,10,0.4,6,9,0.667,0.632,9,10,0.9,0,8,8,9,0,0,2,0,33,30,23
38,397,38,07/01/2026,POR,,HOU,"W, 103-102",*,39:08:00,13,24,0.542,2,9,0.222,11,15,0.733,0.583,13,15,0.867,0,6,6,2,1,0,5,1,41,27.4,0
39,398,39,09/01/2026,POR,,HOU,"W, 111-105",*,35:49:00,5,15,0.333,2,6,0.333,3,9,0.333,0.4,8,8,1,1,2,3,6,2,0,5,1,20,13.6,3
,,,,,,,19-20,39,1377,309,661,0.467,91,254,0.358,218,407,0.536,0.536,309,386,0.801,40,238,278,272,32,23,151,109,1018,20.3,37
